player,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,games,minutes,minutes_per_game,minutes_pct,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,club,goals_pens,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
Toby Alderweireld,DF,Belgium,33-291,1989.0,3.0,4.0,2.0,4.0,0.0,0.0,2.0,5.0,40.0,3.0,3.0,1.0,2.0,0.0,4.0,19.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,2.0,33.3,248.0,273.0,90.8,5259.0,1904.0,58.0,60.0,96.7,166.0,172.0,96.5,24.0,39.0,61.5,1.0,0.3,0.4,0.7,1.0,17.0,2.0,0.0,10.0,270.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,270.0,90.0,100.0,3,90.0,3,0,,0,1.33,1.0,2.0,-1.0,-0.33,,4.7,4.6,0.2,0.05,,303.0,40.0,172.0,127.0,8.0,1.0,303.0,0.0,0.0,,2.0,0.0,243.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Antwerp,0.0,0.0,0.33,0.33,0.0,0.33,0.3,0.0,0.11,0.11,0.0,0.11
Trent Alexander-Arnold,DF,England,24-072,1998.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,21.0,23.0,91.3,361.0,167.0,8.0,8.0,100.0,13.0,13.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,20.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,34.0,34.0,7.6,0,,0,1,34.0,4,3.0,1.0,0.0,1.0,2.65,0.92,1.2,0.2,1.0,2.58,1.8,24.0,0.0,10.0,12.0,2.0,0.0,24.0,0.0,0.0,,0.0,0.0,15.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Adams,MF,United States,23-307,1999.0,4.0,11.0,9.0,7.0,4.0,0.0,3.0,7.0,42.9,4.0,6.0,0.0,6.0,4.0,15.0,6.0,0.0,3.0,0.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,33.0,5.0,2.0,71.4,241.0,271.0,88.9,4348.0,1095.0,111.0,121.0,91.7,103.0,110.0,93.6,24.0,27.0,88.9,0.0,0.4,0.4,-0.4,2.0,23.0,3.0,0.0,17.0,255.0,14.0,11.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,4,360.0,90.0,100.0,4,90.0,4,0,,0,1.25,3.0,4.0,-1.0,-0.25,,4.1,4.4,-0.3,-0.07,,307.0,8.0,67.0,205.0,36.0,0.0,307.0,1.0,1.0,100.0,4.0,3.0,192.0,2.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,,30.4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,Leeds United,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.01,0.11,0.12,0.01,0.12
Unai Simón,GK,Spain,25-190,1997.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,100.0,150.0,160.0,93.8,3167.0,2017.0,38.0,38.0,100.0,92.0,95.0,96.8,20.0,27.0,74.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,136.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,390.0,98.0,100.0,4,98.0,4,0,,0,1.25,9.0,3.0,6.0,1.38,,6.2,3.4,2.7,0.68,0.68,167.0,133.0,163.0,4.0,0.0,0.0,167.0,0.0,0.0,,0.0,0.0,112.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Athletic Club,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uriel Antuna,FW,Mexico,25-119,1997.0,0.9,4.0,3.0,1.0,2.0,1.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,12.0,20.0,60.0,169.0,43.0,8.0,10.0,80.0,3.0,4.0,75.0,1.0,2.0,50.0,0.0,0.0,0.1,0.0,1.0,0.0,1.0,1.0,0.0,19.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3,77.0,26.0,28.5,0,,0,3,26.0,0,1.33,2.0,2.0,0.0,0.0,0.47,1.4,1.1,0.2,0.29,-0.02,33.0,0.0,2.0,14.0,18.0,1.0,33.0,0.0,1.0,0.0,6.0,0.0,24.0,6.0,0.0,2.0,1.0,50.0,2.34,1.17,0.0,0.0,16.2,0.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2,Cruz Azul,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.18,0.02,0.2,0.18,0.2
Vanja Milinković-Savić,GK,Serbia,25-301,1997.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,100.0,90.0,125.0,72.0,2523.0,1707.0,11.0,11.0,100.0,57.0,58.0,98.3,22.0,56.0,39.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,97.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,270.0,90.0,100.0,3,90.0,3,0,,0,0.33,5.0,8.0,-3.0,-1.0,,3.4,7.3,-3.9,-1.32,,136.0,105.0,131.0,5.0,0.0,0.0,136.0,0.0,0.0,,0.0,0.0,64.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Torino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Nelsson,DF,Denmark,24-065,1998.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,57.1,69.0,74.0,93.2,1263.0,355.0,24.0,25.0,96.0,40.0,42.0,95.2,4.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,11.0,71.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,90.0,90.0,33.3,1,90.0,1,0,,2,0.0,1.0,2.0,-1.0,-1.0,-0.5,0.6,2.4,-1.8,-1.76,-2.04,79.0,4.0,17.0,59.0,3.0,0.0,79.0,0.0,0.0,,0.0,0.0,58.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Galatasaray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincent Aboubakar,FW,Cameroon,30-330,1992.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,4.44,2.0,0.0,4.0,1.0,0.0,0.0,2.0,1.27,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,40.0,20.0,31.0,64.5,343.0,53.0,9.0,13.0,69.2,7.0,13.0,53.8,3.0,3.0,100.0,1.0,0.6,0.3,0.4,2.0,2.0,0.0,0.0,2.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,142.0,47.0,52.6,1,89.0,0,2,27.0,0,1.33,3.0,0.0,3.0,1.9,4.01,1.5,2.4,-0.9,-0.55,0.49,50.0,6.0,8.0,19.0,23.0,8.0,50.0,5.0,7.0,71.4,3.0,0.0,32.0,7.0,2.0,6.0,3.0,50.0,3.8,1.9,0.33,0.67,17.8,0.0,0.0,0.0,0.6,0.6,0.1,1.4,1.4,Al-Nassr,2.0,1.27,0.63,1.9,1.27,1.9,1.2,0.37,0.39,0.76,0.37,0.76
Vincent Janssen,FW,Netherlands,28-186,1994.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,3.14,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,50.0,16.0,20.0,80.0,191.0,21.0,11.0,14.0,78.6,4.0,4.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,86.0,43.0,17.9,1,61.0,0,1,25.0,3,3.0,0.0,0.0,0.0,0.0,-1.37,0.4,0.4,0.0,0.02,0.36,32.0,1.0,1.0,12.0,19.0,4.0,32.0,1.0,1.0,100.0,4.0,1.0,22.0,5.0,0.0,2.0,0.0,0.0,2.09,0.0,0.0,,21.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,Antwerp,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.04,0.13,0.09,0.13
Vinicius Júnior,FW,Brazil,22-159,2000.0,3.3,3.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,5.0,1.0,4.0,0.0,3.0,0.0,0.0,16.0,4.82,12.0,0.0,1.0,2.0,1.0,0.0,4.0,1.2,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,,68.0,90.0,75.6,853.0,146.0,46.0,52.0,88.5,20.0,28.0,71.4,1.0,4.0,25.0,2.0,0.7,0.8,1.3,8.0,5.0,3.0,0.0,3.0,88.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4,299.0,75.0,62.3,4,75.0,1,0,,1,2.5,7.0,0.0,7.0,2.11,3.1,6.9,1.1,5.7,1.73,-0.35,132.0,2.0,10.0,41.0,83.0,19.0,132.0,5.0,15.0,33.3,8.0,11.0,105.0,22.0,1.0,9.0,4.0,44.4,2.71,1.2,0.11,0.25,15.0,0.0,0.0,0.0,1.0,1.0,0.11,0.0,0.0,Real Madrid,1.0,0.3,0.6,0.9,0.3,0.9,1.7,0.3,0.2,0.5,0.3,0.5
Virgil van Dijk,DF,Netherlands,31-163,1991.0,5.3,2.0,1.0,0.0,2.0,0.0,1.0,2.0,50.0,1.0,8.0,7.0,1.0,4.0,6.0,21.0,0.0,4.0,0.8,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,31.0,13.0,8.0,61.9,311.0,356.0,87.4,6371.0,2470.0,94.0,102.0,92.2,179.0,194.0,92.3,38.0,57.0,66.7,0.0,0.1,0.1,-0.1,2.0,7.0,1.0,0.0,15.0,336.0,19.0,19.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,480.0,96.0,100.0,5,96.0,5,0,,0,2.2,10.0,4.0,6.0,1.13,,4.6,6.1,-1.5,-0.29,-0.29,399.0,61.0,211.0,181.0,8.0,4.0,399.0,0.0,0.0,,2.0,0.0,275.0,0.0,0.0,3.0,0.0,0.0,0.56,0.0,0.0,,10.6,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.04,0.03,0.07,0.04,0.07
Vitinha,MF,Portugal,22-308,2000.0,1.3,3.0,2.0,1.0,1.0,1.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,3.03,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,100.0,108.0,92.6,1762.0,378.0,51.0,54.0,94.4,36.0,39.0,92.3,12.0,13.0,92.3,0.0,0.0,0.1,0.0,1.0,15.0,2.0,0.0,9.0,104.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3,120.0,40.0,26.7,1,81.0,0,2,20.0,2,1.0,2.0,1.0,1.0,0.75,-0.61,1.8,1.7,0.0,0.03,-0.3,118.0,1.0,7.0,79.0,32.0,0.0,118.0,1.0,2.0,50.0,2.0,1.0,102.0,5.0,0.0,2.0,2.0,100.0,1.5,1.5,0.0,0.0,28.2,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,Paris S-G,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.03,0.08,0.05,0.08
Wahbi Khazri,FW,Tunisia,31-313,1991.0,0.9,2.0,0.0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,,13.0,20.0,65.0,268.0,113.0,4.0,5.0,80.0,6.0,6.0,100.0,2.0,6.0,33.3,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,16.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2,83.0,42.0,30.7,1,59.0,0,1,24.0,1,1.5,1.0,0.0,1.0,1.08,1.57,1.0,0.2,0.7,0.81,1.41,36.0,0.0,5.0,12.0,19.0,5.0,36.0,0.0,3.0,0.0,3.0,2.0,20.0,7.0,1.0,5.0,3.0,60.0,5.42,3.25,0.2,0.33,19.1,0.0,0.0,0.0,0.4,0.4,0.09,0.6,0.6,Montpellier,1.0,1.08,0.0,1.08,1.08,1.08,0.4,0.47,0.0,0.47,0.47,0.47
Wajdi Kechrida,DF,Tunisia,27-043,1995.0,1.2,3.0,3.0,3.0,0.0,0.0,1.0,1.0,100.0,0.0,3.0,1.0,2.0,0.0,3.0,4.0,0.0,4.0,3.24,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,1.0,2.0,33.3,44.0,69.0,63.8,741.0,338.0,20.0,25.0,80.0,21.0,26.0,80.8,3.0,10.0,30.0,0.0,0.1,0.1,-0.1,1.0,3.0,2.0,0.0,4.0,48.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,6.0,3,111.0,37.0,41.1,1,90.0,1,2,11.0,0,1.33,1.0,0.0,1.0,0.81,1.38,0.9,1.0,-0.1,-0.09,0.13,77.0,4.0,28.0,25.0,25.0,1.0,77.0,0.0,3.0,0.0,1.0,3.0,42.0,7.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Atromitos,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.08,0.08,0.0,0.08
Walid Cheddira,FW,Morocco,24-330,1998.0,0.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,50.0,4.0,8.0,50.0,51.0,28.0,4.0,4.0,100.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,64.0,32.0,9.7,0,,0,2,32.0,4,2.0,0.0,0.0,0.0,0.0,-0.15,0.5,0.9,-0.4,-1.12,-1.06,18.0,2.0,2.0,10.0,6.0,4.0,18.0,0.0,1.0,0.0,3.0,0.0,13.0,4.0,0.0,2.0,1.0,50.0,2.81,1.41,0.0,0.0,9.8,0.0,0.0,0.0,0.5,0.5,0.23,-0.5,-0.5,Bari,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.24,0.0,1.24,1.24,1.24
Walker Zimmerman,DF,United States,29-213,1993.0,3.1,3.0,2.0,3.0,0.0,0.0,3.0,4.0,75.0,1.0,4.0,3.0,1.0,4.0,7.0,15.0,0.0,3.0,0.97,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,8.0,5.0,61.5,217.0,244.0,88.9,4157.0,1373.0,72.0,78.0,92.3,127.0,132.0,96.2,17.0,29.0,58.6,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,239.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4,279.0,70.0,77.5,3,90.0,3,1,9.0,0,1.25,2.0,4.0,-2.0,-0.65,-1.76,3.0,4.1,-1.1,-0.37,-1.3,274.0,26.0,137.0,132.0,5.0,1.0,274.0,0.0,0.0,,0.0,0.0,191.0,0.0,0.0,1.0,0.0,0.0,0.32,0.0,0.0,,15.0,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1,Nashville,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.0,0.02,0.02,0.02
Wataru Endo,MF,Japan,29-312,1993.0,3.4,8.0,4.0,4.0,4.0,0.0,3.0,5.0,60.0,2.0,8.0,3.0,5.0,3.0,11.0,6.0,0.0,10.0,3.28,5.0,0.0,0.0,3.0,2.0,0.0,1.0,0.33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,9.0,0.0,2.0,0.0,0.0,0.0,22.0,8.0,8.0,50.0,155.0,192.0,80.7,2423.0,599.0,80.0,86.0,93.0,64.0,77.0,83.1,7.0,16.0,43.8,0.0,0.5,0.4,-0.5,4.0,12.0,2.0,1.0,9.0,188.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4,304.0,76.0,77.9,3,100.0,3,1,4.0,0,1.75,3.0,3.0,0.0,0.0,-1.05,3.5,4.8,-1.3,-0.43,-0.92,239.0,14.0,60.0,139.0,41.0,2.0,239.0,1.0,5.0,20.0,2.0,5.0,147.0,3.0,0.0,6.0,1.0,16.7,1.78,0.3,0.0,0.0,25.5,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2,Stuttgart,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.06,0.15,0.21,0.06,0.21
Wayne Hennessey,GK,Wales,35-328,1987.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,50.0,66.0,75.8,1375.0,948.0,8.0,8.0,100.0,22.0,22.0,100.0,18.0,34.0,52.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,20.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,175.0,88.0,64.8,2,88.0,1,0,,0,0.5,1.0,1.0,0.0,0.0,4.74,2.3,1.7,0.6,0.3,2.62,68.0,61.0,67.0,1.0,0.0,0.0,68.0,0.0,0.0,,0.0,0.0,27.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Nott'ham Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weston McKennie,MF,United States,24-112,1998.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,25.0,3.0,4.0,0.0,4.0,0.0,2.0,5.0,0.0,12.0,3.99,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,14.0,3.0,3.0,50.0,117.0,153.0,76.5,2166.0,770.0,52.0,63.0,82.5,48.0,57.0,84.2,13.0,21.0,61.9,0.0,0.4,0.2,-0.4,4.0,16.0,5.0,1.0,17.0,141.0,11.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,4,271.0,68.0,75.3,4,68.0,0,0,,0,1.25,2.0,2.0,0.0,0.0,1.01,3.2,1.8,1.4,0.46,2.17,177.0,7.0,19.0,98.0,61.0,8.0,177.0,1.0,2.0,50.0,2.0,3.0,131.0,15.0,0.0,5.0,1.0,20.0,1.66,0.33,0.0,0.0,15.5,0.0,0.0,0.0,0.4,0.4,0.08,-0.4,-0.4,Juventus,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.13,0.13,0.27,0.13,0.27
William Carvalho,MF,Portugal,30-255,1992.0,2.4,6.0,5.0,4.0,2.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,0.0,6.0,3.0,0.0,1.0,0.42,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,100.0,156.0,170.0,91.8,2574.0,869.0,81.0,85.0,95.3,64.0,67.0,95.5,9.0,13.0,69.2,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,11.0,164.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,215.0,54.0,47.8,2,86.0,1,2,22.0,1,2.25,10.0,4.0,6.0,2.51,2.51,4.0,4.0,-0.1,-0.02,-0.53,182.0,5.0,52.0,109.0,22.0,1.0,182.0,0.0,0.0,,2.0,0.0,146.0,0.0,0.0,1.0,0.0,0.0,0.42,0.0,0.0,,15.8,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1,Betis,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.03,0.03
William Saliba,DF,France,21-269,2001.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,37.0,37.0,100.0,640.0,217.0,12.0,12.0,100.0,24.0,24.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28.0,28.0,4.2,0,,0,1,28.0,6,0.0,0.0,0.0,0.0,0.0,-1.14,0.6,0.0,0.6,1.93,1.49,38.0,2.0,14.0,19.0,5.0,0.0,38.0,1.0,1.0,100.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11
